host_id,host_name,host_since,host_is_superhost,host_listings_count
9521708,Noah,10/19/2013,t,1
149871622,Ashley,9/9/2017,t,1
140437106,Christina,7/14/2017,f,1
121569534,Paul,3/19/2017,t,1
90131550,José,8/15/2016,f,1
150032092,Todd,9/10/2017,t,1
55911288,Sean,1/24/2016,f,1
124060715,Evolve Vacation Rental,4/3/2017,f,450
128403029,Greg,5/1/2017,t,1
30842730,Sarah,4/8/2015,f,1
123452527,Tyler,3/30/2017,f,2
146219023,Roya Johnson,8/15/2017,t,1
150332509,Jenny,9/12/2017,f,1
284080,Tiffany,11/11/2010,t,1
66138596,Kelsey,4/7/2016,f,1
6634962,Brandee,5/29/2013,f,1
26917810,Tom,1/29/2015,t,1
110978770,Weston,1/11/2017,t,1
150489069,Amber,9/13/2017,f,1
150520280,Adelina,9/14/2017,f,1
84790831,Natasha,7/19/2016,f,2
4088227,Daniel,11/7/2012,f,1
5139854,Timothy,2/18/2013,f,1
25642675,Ariella,1/5/2015,f,2
2489081,Ana,5/29/2012,f,1
118569034,Em,2/28/2017,t,2
150736202,Shelly,9/15/2017,f,1
19237727,Sean,7/31/2014,f,1
24362264,Timothy,12/1/2014,f,1
56530105,Jamie,1/28/2016,f,1
55513551,Zachary,1/21/2016,f,1
150982881,Kris,9/17/2017,f,1
31381539,Kim,4/17/2015,f,2
97185916,Matthew,9/28/2016,f,1
55814986,Bo,1/23/2016,f,1
151025845,Sophia,9/17/2017,t,1
151083677,Anthony,9/18/2017,f,1
16240747,ITrip Vacations,6/1/2014,f,1
92882698,Shaun-Marie,8/31/2016,f,1
151146924,Sam And Talea,9/18/2017,f,1
38647938,Rebecca,7/16/2015,f,1
140830814,Jay,7/16/2017,f,1
97428231,David,9/30/2016,t,2
19810069,Christina,8/10/2014,t,1
151315172,Stephanie,9/19/2017,f,1
1728317,Alyssa,2/9/2012,f,2
35487610,Alyson,6/10/2015,f,1
10770523,Turner,12/23/2013,f,1
22341706,Chris & Kristin,10/9/2014,t,1
6780110,Elizabeth,6/6/2013,f,0
126437671,Eddie,4/18/2017,f,1
151528773,Samantha,9/21/2017,f,1
80865828,James,6/30/2016,f,1
151550448,Marie,9/21/2017,t,0
64817517,Brian,3/28/2016,f,1
57013287,Will,2/1/2016,f,1
19875731,Monica,8/12/2014,f,1
16976905,Sara,6/19/2014,f,1
70647520,Ryan,5/6/2016,f,1
151290933,Nicole,9/19/2017,f,1
5530934,Joel,3/19/2013,t,1
57137850,Bhavika,2/2/2016,f,1
151776786,Heather,9/23/2017,f,1
151804109,Kim,9/23/2017,t,1
13412191,Aaron,3/22/2014,t,6
2703473,Brice,6/21/2012,t,1
12433834,Christy,2/20/2014,f,2
914727,David,8/3/2011,t,1
151385627,Nelly,9/20/2017,t,1
152072502,Don,9/25/2017,t,2
94527984,Phillip,9/10/2016,f,1
1693181,Austin,2/3/2012,f,4
30104774,Andy & Nadine,3/27/2015,t,2
108877223,Garrett,12/28/2016,t,1
3868276,Randall,10/14/2012,f,1
1144712,Kelly,9/11/2011,f,1
42878311,Irulian,8/30/2015,t,2
11581930,Beatrice,1/23/2014,t,2
81478009,Anne,7/3/2016,f,1
152223244,Sherry,9/26/2017,t,1
41930727,Nicholas,8/19/2015,f,1
76034005,Megan,6/5/2016,f,1
28234655,Sunny,2/23/2015,f,1
20289228,Brian,8/19/2014,f,1
84593280,Brad,7/18/2016,f,1
64683738,Zach,3/27/2016,f,1
29961150,Krystle,3/24/2015,f,1
147263779,Sergio,8/22/2017,f,1
728636,Collin,6/21/2011,f,2
184809519,Brad,4/17/2018,f,1
133118343,Alyssa,6/2/2017,f,1
14900868,Brett,4/29/2014,f,1
152489686,Silvino,9/28/2017,f,1
70741138,Ryan,5/7/2016,f,1
24838209,Jessica,12/14/2014,f,1
67082305,Abigail,4/13/2016,f,1
152545315,Fabian,9/29/2017,f,1
10546142,Erin,12/10/2013,f,1
81741456,Caitlyn,7/4/2016,f,1
36741806,"Ted, Pauline And Keo",6/25/2015,t,10
4526506,Dave,12/29/2012,f,1
42418772,Taylor,8/24/2015,f,1
64708871,Tony,3/28/2016,f,1
152647010,Hong,9/29/2017,t,1
119954505,Garrett,3/9/2017,f,2
29099710,Pablo,3/10/2015,f,1
95559153,Megan,9/17/2016,f,1
60984383,Willy,2/29/2016,f,1
7248623,Mary,7/2/2013,f,1
12803037,Jackie,3/4/2014,f,1
19873109,Elliott,8/11/2014,f,2
145049308,Nikki,8/8/2017,f,1
83317374,Brandon,7/12/2016,f,1
152854308,Jamie,10/1/2017,f,1
152860421,Austin,10/1/2017,f,1
6244695,Andy,5/5/2013,f,1
152878839,Darren,10/1/2017,f,1
21896776,Chris,9/28/2014,f,1
12211296,Jenalys,2/13/2014,f,3
152942838,Stephanie,10/2/2017,t,1
127603987,Logan,4/25/2017,f,1
87624859,Jasmine,8/2/2016,f,1
11279109,Nick,1/13/2014,f,1
328064,Victoria,12/27/2010,t,1
86485940,Rachel,7/28/2016,f,1
7523465,Tyler,7/16/2013,f,3
153031187,Alexandra,10/2/2017,f,1
27421002,Sam,2/8/2015,f,2
152695494,Khoa,9/30/2017,f,1
9586336,Libby,10/23/2013,f,1
5008773,Jamie,2/7/2013,f,1
132199469,Matthew,5/27/2017,f,1
30388051,Sarah,4/1/2015,f,1
61573514,Angela,3/4/2016,f,1
20778325,Sam,8/31/2014,f,1
23362220,Amanda,11/5/2014,t,1
153196524,Anaelli,10/4/2017,f,1
153204655,Julie,10/4/2017,f,1
119878165,Matt,3/9/2017,f,1
1820477,Johnny,2/27/2012,f,1
35738323,Carlos,6/13/2015,f,1
153275248,Renay,10/4/2017,f,1
153279549,Miracle,10/4/2017,f,1
32703361,Ben,5/5/2015,f,1
59045513,Laney,2/16/2016,f,1
142764301,Ruth,7/27/2017,f,1
112136042,Adam,1/18/2017,f,1
153399413,Nathan,10/5/2017,f,1
97998543,Jf,10/4/2016,f,4
42792755,Mike,8/28/2015,f,1
130422484,Ana,5/15/2017,f,1
39396178,Sarah,7/24/2015,f,0
123674980,Olivia,3/31/2017,f,1
91363753,Sarah,8/22/2016,f,1
91494904,Ryan,8/23/2016,f,2
38580713,Kade,7/15/2015,t,1
132622342,Samina,5/30/2017,f,1
95664456,Daniel,9/18/2016,f,1
10981379,Jan,1/3/2014,f,1827
10894267,Rob,12/29/2013,t,1
4437388,Stacey,12/18/2012,t,7
153894154,Lee & Scherry,10/9/2017,t,1
153931251,Aron,10/9/2017,t,1
105363645,Sarah,11/27/2016,f,1
29190525,Krista,3/11/2015,f,4
11000410,Matt And Isabel,1/3/2014,t,1
153960867,Scott,10/9/2017,f,1
38006524,Sherri,7/9/2015,f,1
35638483,Will,6/12/2015,f,1
153898555,Megan,10/9/2017,f,1
15449691,Christina,5/13/2014,t,1
56974989,Rob,2/1/2016,t,1
43782388,ResortShare2,9/9/2015,t,123
46983898,Terena,10/19/2015,f,1
154098178,Deb,10/10/2017,t,1
154115479,Kavita,10/10/2017,f,1
138757733,Dean,7/5/2017,f,1
32028707,Jonathan,4/27/2015,t,3
7262746,Josh,7/3/2013,t,1
77606897,Jennifer,6/13/2016,f,1
20484425,Christopher,8/24/2014,f,1
154346695,Greg,10/12/2017,t,3
72603654,Lee Ann.,5/17/2016,f,1
16637178,Thu-Hong,6/10/2014,f,1
29240494,Abdullah,3/12/2015,f,1
61204069,Alex,3/2/2016,f,1
45002285,Clarissa,9/24/2015,f,1
7920042,Cinderella,8/3/2013,t,3
25602312,Jane,1/4/2015,f,1
3545449,Valeska,9/12/2012,t,1
131512209,Brandy,5/22/2017,t,2
143628196,Nikki,8/1/2017,t,1
75946109,Augustine,6/5/2016,f,0
20091301,Joe,8/16/2014,f,2
152608759,Tracey,9/29/2017,t,11
154979982,Jose & Victoria,10/17/2017,f,1
34918730,Jenna,6/3/2015,f,1
83622072,Pearline,7/13/2016,f,1
21255530,Alexa,9/12/2014,f,1
31875485,William,4/24/2015,f,2
89361097,Gizem,8/11/2016,t,1
151439280,Abel,9/20/2017,f,1
61078979,Jordan,3/1/2016,f,2
155826708,Kai,10/22/2017,f,1
14251665,Casey,4/13/2014,f,1
1839608,Grey,3/1/2012,t,2
155958112,Kris,10/23/2017,f,1
4912146,Deacon,1/30/2013,f,15
22649901,Michael,10/17/2014,f,1
156676482,Scott,10/29/2017,f,1
1246886,Daniel,10/4/2011,f,1
69102714,Lauren,4/26/2016,f,1
18292001,Will,7/17/2014,f,1
156906349,Luisa,10/31/2017,f,1
108794481,Adelaine,12/28/2016,f,1
109691032,Jason,1/3/2017,f,1
47069542,Alaina,10/20/2015,t,1
72587355,Will,5/17/2016,f,1
135119092,Ade,6/14/2017,f,1
22758184,Sarah,10/20/2014,f,2
36957600,Saba & Sep,6/28/2015,t,4
74458120,Kourtney,5/28/2016,f,1
69886936,D,5/1/2016,f,1
155581847,Rena,10/21/2017,f,1
28543505,Katherine,3/1/2015,f,8
157832352,Scott,11/7/2017,t,1
5842070,Gregory,4/9/2013,f,1
157945293,John,11/8/2017,f,1
157951388,Kurt,11/8/2017,t,2
53955142,Sanne,1/9/2016,f,2
61122736,Daina,3/1/2016,f,2
126034861,Scott,4/15/2017,t,2
158084176,Sarah,11/9/2017,t,1
91348256,Luke,8/22/2016,f,1
5191288,Patricia,2/22/2013,f,1
16591737,Heather,6/9/2014,f,1
40456879,Charles,8/4/2015,f,1
24907682,Jacoby,12/16/2014,f,4
15320889,Samantha,5/9/2014,t,2
71492289,Dru,5/11/2016,t,1
10978629,Jed,1/2/2014,f,1
26840791,Hunt,1/28/2015,f,1
42366,Raquel,9/30/2009,f,1
6091253,Tina,4/25/2013,f,1
9582750,Tanner + Maradeth,10/22/2013,f,1
97281550,Brandi & David,9/29/2016,t,1
157838445,Madilyn,11/7/2017,f,1
10826003,Daniela,12/26/2013,f,1
158970929,Luqman,11/16/2017,f,1
159033547,Jacob,11/16/2017,f,1
143386421,Jurema,7/30/2017,f,1
118257985,Juany,2/26/2017,t,1
64474700,Elizabeth,3/25/2016,f,2
159219245,Phil,11/18/2017,t,1
101117814,Joseph,10/24/2016,f,2
159239626,Michael,11/18/2017,f,1
16596980,Liz,6/9/2014,f,1
74270759,Liz,5/27/2016,f,1
69361523,L.,4/28/2016,t,3
152855446,U.C.,10/1/2017,f,5
159381973,Christian,11/19/2017,t,1
1642967,Michelle,1/23/2012,t,1
159495161,Cyrus,11/20/2017,f,1
115566,Sonny,4/29/2010,f,1
159831721,Lital,11/23/2017,f,1
46531006,Valeri,10/14/2015,t,1
119540589,Michael,3/6/2017,t,1
160113451,Andrew,11/25/2017,t,3
160198833,Matt,11/26/2017,f,1
69978960,Alan,5/2/2016,t,1
28179007,Analisa,2/22/2015,f,1
45667411,Taylor,10/3/2015,t,1
51237020,Jim,12/13/2015,f,1
12303932,Andy,2/16/2014,f,2
174953124,Jennifer,2/23/2018,f,1
8503714,Aundre,8/28/2013,t,2
27560533,Rebecca,2/10/2015,t,1
505424,Josh,4/13/2011,t,3
150404951,Angie,9/13/2017,f,1
146060822,Amanda,8/14/2017,f,1
88148415,Paul,8/5/2016,f,1
161738496,Jeremy,12/7/2017,f,1
36053006,Becca,6/17/2015,f,3
162026187,Rahul,12/9/2017,f,1
97322481,Brandon,9/29/2016,f,1
128907036,Sam,5/4/2017,f,1
162111602,Mark,12/10/2017,t,1
95726149,Bob & Tresa,9/18/2016,t,1
64070123,Jessica,3/22/2016,f,1
3331195,Hannah,8/21/2012,f,1
157012879,Emily,11/1/2017,t,1
43382830,Arthur,9/4/2015,t,3
162522673,Bonnie,12/13/2017,t,3
62472451,Lyndsie,3/10/2016,t,1
162648996,Belinda,12/14/2017,f,2
35914926,Sarah,6/15/2015,t,1
62452811,Aiko,3/10/2016,t,5
129779852,Joseph,5/10/2017,f,1
9154601,Rachel,10/1/2013,f,1
19403047,Em,8/3/2014,f,2
41974172,Jennifer,8/20/2015,f,1
47475013,Hamilton,10/26/2015,f,73
38935338,Dale,7/19/2015,t,1
136037000,Louis,6/20/2017,f,1
163436514,Jennifer,12/20/2017,f,2
27794475,Tawone,2/15/2015,f,1
27412057,Nicholas,2/8/2015,f,1
127048147,Chris & Shawn,4/22/2017,t,2
97954817,Residology,10/4/2016,f,1
29218553,Astrum,3/12/2015,f,2
93314597,Allyson,9/3/2016,f,1
60293504,Cullen,2/24/2016,f,1
140228770,Amy,7/13/2017,f,1
14461477,Katie,4/19/2014,f,2
2868583,Jon,7/8/2012,t,1
35569603,Emlyn,6/11/2015,f,1
83274785,Greg,7/12/2016,t,1
16492839,Paz & Pedro,6/7/2014,f,8
59503458,Antonio,2/19/2016,t,3
120005954,Ariel,3/9/2017,f,1
69831725,Miranda,5/1/2016,t,1
162685384,Cata,12/14/2017,t,0
7921753,Jake,8/4/2013,t,1
129305343,Nick,5/7/2017,f,1
165120568,Sarfaraz,12/31/2017,f,1
55204836,Maria,1/18/2016,f,3
50399081,Amber-Rose,12/2/2015,f,1
5707520,Doug,3/31/2013,t,1
2201286,Harshan,4/23/2012,f,2
149442469,Sam,9/6/2017,t,3
165827014,Jt,1/4/2018,t,1
133785889,Taylor,6/6/2017,f,1
165405482,Nancy,1/2/2018,f,4
5640476,Phillip,3/26/2013,t,0
166100518,Elijah,1/5/2018,f,1
17008087,Kristen,6/19/2014,f,1
8801605,David,9/12/2013,f,1
22402773,Nell,10/11/2014,f,1
166620185,Daniel,1/8/2018,f,1
12703241,Ashley,3/1/2014,t,1
54520116,Theresa,1/13/2016,f,1
3427540,Forest,8/30/2012,f,3
38103012,Katie,7/10/2015,f,1
18272434,Conner,7/17/2014,f,1
165422486,Terry,1/2/2018,f,4
26905772,Rebecca,1/29/2015,f,1
2249793,Laura,4/29/2012,t,1
3804980,Jesus,10/8/2012,f,1
124605064,Michelle,4/6/2017,f,1
76163847,Christina,6/6/2016,t,2
167436987,Brent,1/12/2018,f,1
121838035,Melissa,3/21/2017,f,0
167460879,Eli,1/12/2018,f,1
58780573,Jackie,2/14/2016,t,2
37973959,Meghan,7/9/2015,f,1
15689850,Lorrie,5/18/2014,f,2
167257504,Tiffany,1/11/2018,f,1
167837196,Prince,1/14/2018,f,1
614896,Adelle,5/22/2011,f,1
167848548,Jason,1/15/2018,t,1
809922,Riley,7/12/2011,t,1
167922345,Juan,1/15/2018,t,3
518418,Emily Lawson,4/18/2011,t,1
71379683,Derek,5/10/2016,f,1
6252652,Cecilia,5/6/2013,f,1
49424048,(Email hidden by Airbnb),11/19/2015,f,2
60085458,An Austin Resident,2/23/2016,f,1
168161762,Rita,1/16/2018,t,1
2481019,Mimi,5/28/2012,f,1
168173310,Ammar,1/16/2018,f,1
65294686,Anthony,3/31/2016,t,1
40069991,Joie,7/30/2015,f,1
625863,Sarah,5/25/2011,f,1
9153184,Daniela,9/30/2013,t,1
4365655,Benjamin,12/9/2012,f,0
72583727,Sydney,5/17/2016,f,1
11667673,Mai,1/26/2014,t,1
124296926,John,4/4/2017,t,1
11773168,Tina,1/29/2014,f,1
70722023,Michael,5/6/2016,t,90
7265184,Jesse,7/3/2013,f,4
109266302,Jackie,12/31/2016,f,1
85547,Colby,2/25/2010,f,80
2771720,Kelly,6/28/2012,f,1
8207730,Kate,8/16/2013,f,1
168898454,Dan,1/20/2018,t,1
168903699,Bien,1/20/2018,t,1
124775758,Ronny,4/7/2017,t,1
145399941,Megan,8/10/2017,t,1
30418934,Rachel,4/1/2015,t,1
124109871,Anne Marie,4/3/2017,f,1
169178376,Kevin,1/21/2018,f,1
169180410,Renat,1/21/2018,f,1
1968428,Tom,3/19/2012,t,2
56428153,Jessica,1/28/2016,t,1
169353874,Andrew,1/22/2018,f,1
65802807,Rachael,4/4/2016,f,1
169501839,Nadeem & Julie,1/23/2018,f,1
10522395,Shannon,12/9/2013,t,2
77703838,Taylor,6/14/2016,f,1
31152322,Jessica,4/13/2015,t,6
129849863,Kathy,5/11/2017,t,1
169758891,Valerie,1/24/2018,t,10
16674651,David,6/11/2014,t,1
66804210,Samuel,4/11/2016,f,1
14449980,Kylene,4/18/2014,f,1
170070872,Sarah,1/26/2018,f,1
36764089,Erica,6/26/2015,f,1
411790,Asher,2/26/2011,f,1
170243484,Bob,1/27/2018,f,3
152181500,Justin,9/26/2017,t,1
31931,Kan,8/16/2009,f,1
6031601,Yolotl,4/21/2013,f,2
10337755,Molly,11/29/2013,f,1
11735765,Siiri,1/28/2014,f,1
170497902,Melissa,1/29/2018,t,3
609032,James,5/21/2011,f,10
25349537,Juli,12/29/2014,t,73
1798447,Matt,2/23/2012,f,1
92450669,Marianne,8/29/2016,t,1
170608043,John,1/29/2018,t,1
384732,Andres,2/9/2011,f,1
27741026,Ashley,2/14/2015,f,1
71963,Jess,1/20/2010,f,1
1424080,Lisa,11/19/2011,t,1
4888223,Mitun,1/28/2013,f,1
2405754,Sarah Roxie,5/18/2012,t,1
76542193,Zhantao,6/8/2016,t,1
73615649,Kelly,5/23/2016,f,1
81560335,Brian,7/3/2016,t,2
170960279,Madison,1/31/2018,f,1
583534,Janet,5/12/2011,t,4
54346559,Griffin & Vanessa,1/12/2016,t,2
171166470,Mark,2/1/2018,t,2
57110599,Zach,2/2/2016,f,1
103470283,Michelle,11/12/2016,t,1
62842316,Betsey,3/13/2016,t,1
150192132,Lee,9/11/2017,f,1
41173146,Aaron,8/11/2015,f,2
50911110,Anthony,12/9/2015,f,1
9296727,Jesse,10/8/2013,t,268
5961947,Dana,4/16/2013,f,2
171281698,Carmen,2/2/2018,f,1
49876004,Calvin,11/25/2015,f,1
79126230,Caleb,6/21/2016,f,1
100605868,Sharebnb,10/21/2016,t,471
28476458,Beth,2/27/2015,f,1
37065582,Greg,6/29/2015,t,1
63490969,Chuck,3/18/2016,f,1
63883209,Alcyr,3/21/2016,t,1
171481588,Rachel,2/3/2018,t,1
18487212,Kristen,7/20/2014,t,2
2139025,Gwen,4/14/2012,f,1
2287693,Elisabeth,5/4/2012,f,4
4865919,Ben,1/27/2013,t,1
16529864,Anna,6/8/2014,f,1
61840444,Muhammad,3/6/2016,f,1
14710076,Sally,4/25/2014,f,2
5671706,Andy,2/5/2018,f,1
70719103,Catherine,5/6/2016,f,1
89553305,April,8/12/2016,f,2
27137560,Doug,2/3/2015,f,1
36968694,Bernard,6/28/2015,f,3
13239340,Tye,3/17/2014,f,1
24426704,Lindsay,12/2/2014,f,1
551002,Angela,5/2/2011,f,1
146653111,David,8/18/2017,f,2
5657379,Robert,3/27/2013,f,1
172066979,Juliet,2/6/2018,t,1
283476,Curtis,11/10/2010,t,2
66236643,T.J.,4/7/2016,f,2
25410994,Heather,12/30/2014,t,1
103427,Magalie,4/4/2010,f,135
35914942,Josh,6/15/2015,f,1
112712289,James,1/22/2017,f,1
172419002,Lacey,2/8/2018,f,1
102904237,Chuck,11/7/2016,f,1
18865377,Zachary,7/25/2014,t,3
31214940,Scott,4/14/2015,t,512
121880470,Cooper D,3/21/2017,f,1
152768043,Merideth,9/30/2017,f,1
172697518,Robert,2/10/2018,t,2
75472193,Kisling,6/2/2016,f,2
602654,Rey,5/19/2011,f,302
33131329,Angela,5/11/2015,f,1
12732024,Daniel G,3/2/2014,f,3
56278086,Kris,1/26/2016,f,1
172878985,Greg,2/11/2018,t,2
140286,Katherine,6/7/2010,f,1
12789161,CP + Rachel,3/4/2014,t,15
172952232,Mary,2/12/2018,f,1
80245952,Josh,6/27/2016,f,1
8997432,Linda,9/22/2013,t,2
18365489,Martha,7/19/2014,t,1
127088432,Aron,4/22/2017,f,1
3829682,Tom,10/10/2012,f,1
2799675,Meghan,7/1/2012,f,1
146044512,William,8/14/2017,f,1
15077280,Gary,5/4/2014,f,1
112979309,Hanna,1/24/2017,f,1
12588919,Lesia,2/25/2014,f,1
2731214,Dave And Carye,6/24/2012,f,1
45756354,Alex,10/4/2015,f,1
5135541,Chad,2/18/2013,t,1
173344001,Jess,2/14/2018,f,1
410545,Caroline,2/25/2011,f,1
41213443,Caulen,8/11/2015,f,1
27689809,Leslie,2/13/2015,f,1
173414462,Jennifer,2/14/2018,t,1
7797081,Laura,7/29/2013,f,1
173408632,Lina,2/14/2018,f,3
9148384,Kristina,9/30/2013,f,1
39806795,Alison,7/28/2015,f,2
167472085,Rita,1/13/2018,f,1
114023820,Hunter,1/30/2017,f,11
12192232,Skylar,2/12/2014,f,3
68846516,Casey,4/25/2016,f,1
8872441,Sophie & Grace,9/16/2013,f,1
61291922,Lucy,3/2/2016,t,1
173736419,Daniel,2/16/2018,f,1
93353365,Angela,9/3/2016,f,1
14342275,Natasha,4/15/2014,f,1
154106792,R A,10/10/2017,t,1
652215,Kelly,6/1/2011,t,1
21328036,Alexandra & Landis,9/14/2014,t,1
97694102,Joel,10/2/2016,f,1
72392362,Jr,5/16/2016,t,1
109706533,Karina,1/3/2017,t,1
46574396,Matthew,10/14/2015,f,1
174025580,Brandon,2/18/2018,f,1
25513049,Zach,1/2/2015,f,1
13008532,Nano,3/11/2014,f,2
174049998,Lauren,2/18/2018,f,1
20039264,Stassy,12/26/2015,f,1
138039665,Jamie,7/1/2017,t,2
71974749,Tucker,5/14/2016,f,1
29960447,Lydia,3/24/2015,f,1
17128229,Clay,6/22/2014,t,1
137294177,Shuka,6/27/2017,f,1
17574227,Taniel,7/2/2014,f,1
94013803,Connie,9/7/2016,f,1
59052688,Stacey,2/16/2016,f,1
39539163,Miriam,7/25/2015,f,1
34206802,Danielle,5/25/2015,f,1
62570715,Cameron,3/11/2016,f,1
138987897,Janet,7/6/2017,f,1
57930163,Adam,2/8/2016,f,1
67794598,Tim,4/18/2016,f,1
59819455,Olivia,2/21/2016,t,4
60439725,Cayley,2/26/2016,f,1
83939831,Nina,7/15/2016,f,1
25118670,Coraly,12/23/2014,f,1
51252298,Theodros,12/13/2015,t,2
30911691,Hattie,4/9/2015,f,1
29989148,Jennifer,3/25/2015,f,1
154173941,Joyce,10/11/2017,t,1
167970063,Joseph,1/15/2018,f,1
9127955,Paul,9/29/2013,f,1
15859157,Liz,5/22/2014,f,1
62254282,Julie,3/9/2016,t,1
86412252,Rebecca,7/27/2016,t,4
174732213,Jordan,2/22/2018,f,1
6707354,Sarah,6/2/2013,f,1
3240668,Susan,8/13/2012,f,1
22329451,Emily,10/9/2014,f,1
7043744,Thuanly,6/21/2013,f,1
44671424,Julie,9/20/2015,f,1
3743639,Amy,10/3/2012,f,2
171364485,Leila,2/2/2018,f,1
39398130,Heather & Tony,7/24/2015,t,2
174943668,Ryan,2/23/2018,f,1
231132333,Andrew,12/17/2018,f,6
5220822,Ben,2/25/2013,f,0
33610882,Irma,5/17/2015,f,1
20581308,Olivia,8/26/2014,f,1
52657063,Brian,12/29/2015,f,4
174991845,Aj,2/23/2018,f,1
36828850,Bradley,6/26/2015,f,1
4250575,Colombina,11/26/2012,t,1
26029087,Michael,1/12/2015,f,1
175093024,Heather,2/24/2018,f,1
5054700,William,2/11/2013,f,1
14759491,Adé,4/26/2014,f,1
235896,Julie,9/15/2010,t,1
2343684,Clare,5/10/2012,f,1
1709346,Tracy  (& Brian C.),2/6/2012,t,3
175296453,Tracy,2/25/2018,t,1
141784596,Julie,7/22/2017,f,1
25074431,Matt,12/21/2014,f,1
1121114,Christina,9/7/2011,t,2
1658082,Carter & Juli,1/26/2012,t,1
29991476,Chloé,3/25/2015,f,1
3489013,Natasha,9/6/2012,t,1
58930882,Feyijimi,2/15/2016,f,3
52255449,Panithan,12/25/2015,f,1
154831826,Agatha + Jeremy,10/16/2017,t,1
3745530,Shakti,10/3/2012,f,1
98323,Noah,3/24/2010,t,2
175743638,Josh,2/27/2018,f,3
175515738,Amelia,2/26/2018,f,1
3759577,David,10/4/2012,f,1
175759711,Nathan,2/27/2018,f,1
89928560,Robin,8/14/2016,f,0
72031569,Yelena,5/14/2016,f,1
145946517,Minghao,8/14/2017,f,2
2128112,Tammy,4/12/2012,f,1
175862282,Charmaine,2/28/2018,f,1
173101510,Krystina,2/12/2018,f,1
178866966,Brooke And Allison,3/16/2018,t,2
27866659,Shubhendra,2/16/2015,f,1
78696293,John,6/19/2016,f,1
16426368,Matthew,6/5/2014,f,1
28023946,Madeline,2/19/2015,f,1
89032985,Alyce,8/10/2016,f,1
16616107,Fabienne,1/14/2016,f,1
2469087,Adam,5/26/2012,f,1
68272260,Robert,4/21/2016,f,1
53100594,Ken,1/2/2016,f,1
53501353,Sarah,1/5/2016,f,1
338887,Aryn,1/7/2011,t,1
3344032,Daniel,8/22/2012,t,1
77772564,Patrick,6/14/2016,f,1
81894085,Luis,7/5/2016,f,1
21848437,Tania,9/27/2014,f,1
174041277,Ryan,2/18/2018,t,1
91394231,Clinton,8/22/2016,f,1
3777023,Lauren,10/6/2012,f,1
337928,John,1/6/2011,t,1
121200431,Elvira C,3/17/2017,f,1
3240239,Melissa,8/12/2012,f,1
175915695,Craig And Sandy,2/28/2018,t,1
7173885,Ryan,6/28/2013,f,1
176216867,Joel,3/2/2018,f,1
176233678,Adam,3/2/2018,f,1
97827064,Lee,10/3/2016,t,1
53368085,Allen,1/4/2016,t,2
24704878,Coreen,12/10/2014,f,1
176261709,Patrick,3/2/2018,f,1
164916729,Nicholas,12/30/2017,f,1
176259650,Joel,3/2/2018,f,1
5134265,Melody,2/18/2013,f,1
5575479,Vi,3/22/2013,f,7
22353618,Nic,10/10/2014,f,1
33248658,Stephanie,5/13/2015,t,1
9143593,Faraha,9/30/2013,f,1
23426825,Bella,11/6/2014,f,1
17164562,Sarah,6/23/2014,f,1
20234955,Alex,8/18/2014,f,1
171954308,Ambrose,2/6/2018,f,1
118421474,Jess,2/27/2017,f,1
172846928,Ethan,2/11/2018,f,1
175877511,Mathew,2/28/2018,f,1
121629892,Robert,3/20/2017,f,1
11186022,Tyler,1/10/2014,f,11
140498294,Carlos,7/14/2017,f,1
74505380,Monte,5/28/2016,t,1
81954180,Reed,7/5/2016,f,1
28890481,Luke,3/6/2015,f,1
10953800,Layne,2/21/2018,f,1
11177619,Tara,1/10/2014,f,2
19202774,Erika,7/30/2014,t,1
176595248,Jerry,3/4/2018,t,1
47590369,Dustin,10/27/2015,f,1
176615550,Walker,3/4/2018,f,1
1758405,Sarah,2/15/2012,f,1
38264473,Josh,7/12/2015,f,1
3606995,Raunak,9/18/2012,f,1
53445192,Amanda,1/5/2016,t,2
176651335,Scott,3/4/2018,f,1
5490444,Peter,3/16/2013,f,1
175568970,Mariela,2/26/2018,t,1
53194416,Chase,1/3/2016,t,3
73877768,Moe,5/25/2016,f,1
48108503,Brandon,11/3/2015,f,1
18569059,Alexa,7/21/2014,f,1
240982,Monica,9/21/2010,f,1
1411717,Robbie,11/16/2011,t,12
21704876,Orlando,9/23/2014,f,1
174167995,Michael,2/19/2018,t,1
49421604,Jb,11/19/2015,f,1
176788606,Matt,3/5/2018,t,1
2424027,Amanda,5/20/2012,f,1
62415395,Alyssa,3/10/2016,f,1
170476786,Rodney,1/28/2018,f,1
157594851,Francisco Ernesto,11/6/2017,f,1
23,Charlene,3/3/2008,f,2
11004536,Victoria,1/4/2014,f,1
50426771,Keith,12/3/2015,f,2
176846299,Nancy,3/5/2018,t,2
176857038,Rachel,3/5/2018,f,1
11132961,Laura,1/8/2014,f,1
108729022,Bonnie,12/27/2016,t,1
17177656,Isabella & Michael,6/23/2014,t,6
118540678,Jordan,2/28/2017,f,1
2641592,Helen,6/14/2012,t,1
70000199,Yami,5/2/2016,f,1
62418932,Graham,3/10/2016,t,1
142502037,Ellis,7/25/2017,f,1
176954400,Scarlett,3/6/2018,f,1
144008848,Amariani,8/2/2017,f,1
109902917,Emma,1/4/2017,f,2
67375456,ResortShare,4/15/2016,f,22
176996108,Francisco,3/6/2018,f,1
32567490,Francesca,5/4/2015,t,3
436598,Belen,3/11/2011,f,1
177054523,Alysa,3/6/2018,f,1
